,date,company_name,action,maya_link,html_link
0,19:10 01/01/2015,רציו מימון ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941707,http://mayafiles.tase.co.il/RHtm/941001-942000/H941707.htm
1,18:55 01/01/2015,כפריס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941698,http://mayafiles.tase.co.il/RHtm/941001-942000/H941698.htm
2,18:47 01/01/2015,איתי פיננסים ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941693,http://mayafiles.tase.co.il/RHtm/941001-942000/H941693.htm
3,17:39 01/01/2015,מזרחי טפחות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941656,http://mayafiles.tase.co.il/RHtm/941001-942000/H941656.htm
4,17:35 01/01/2015,מדיפאואר ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941655,http://mayafiles.tase.co.il/RHtm/941001-942000/H941655.htm
5,16:41 01/01/2015,הוט ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941643,http://mayafiles.tase.co.il/RHtm/941001-942000/H941643.htm
6,16:06 01/01/2015,קרדן יזמות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941621,http://mayafiles.tase.co.il/RHtm/941001-942000/H941621.htm
7,16:00 01/01/2015,קרדן ישראל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941618,http://mayafiles.tase.co.il/RHtm/941001-942000/H941618.htm
8,15:41 01/01/2015,חשמל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941598,http://mayafiles.tase.co.il/RHtm/941001-942000/H941598.htm
9,15:22 01/01/2015,נקסט ג'ן-ש ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941571,http://mayafiles.tase.co.il/RHtm/941001-942000/H941571.htm
10,15:00 01/01/2015,וילאר ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941553,http://mayafiles.tase.co.il/RHtm/941001-942000/H941553.htm
11,14:20 01/01/2015,פרוקוגניה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941487,http://mayafiles.tase.co.il/RHtm/941001-942000/H941487.htm
12,14:13 01/01/2015,דורי קבוצה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941485,http://mayafiles.tase.co.il/RHtm/941001-942000/H941485.htm
13,14:09 01/01/2015,אספן גרופ ,הנהלה ונושאי משרה-מצבת ליום 1.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/941483,http://mayafiles.tase.co.il/RHtm/941001-942000/H941483.htm
14,12:43 01/01/2015,אדגר השקעות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/941401,http://mayafiles.tase.co.il/RHtm/941001-942000/H941401.htm
15,12:31 01/01/2015,אנדימד ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941391,http://mayafiles.tase.co.il/RHtm/941001-942000/H941391.htm
16,11:36 01/01/2015,מדטכניקה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941367,http://mayafiles.tase.co.il/RHtm/941001-942000/H941367.htm
17,11:30 01/01/2015,אמניס תרפיוטיקס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941366,http://mayafiles.tase.co.il/RHtm/941001-942000/H941366.htm
18,11:20 01/01/2015,אדגר השקעות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941350,http://mayafiles.tase.co.il/RHtm/941001-942000/H941350.htm
19,10:39 01/01/2015,וואן טכנולוגיות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941336,http://mayafiles.tase.co.il/RHtm/941001-942000/H941336.htm
20,10:10 01/01/2015,שלמה נדלן ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941326,http://mayafiles.tase.co.il/RHtm/941001-942000/H941326.htm
21,09:51 01/01/2015,צור ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941320,http://mayafiles.tase.co.il/RHtm/941001-942000/H941320.htm
22,09:39 01/01/2015,רוטקס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941310,http://mayafiles.tase.co.il/RHtm/941001-942000/H941310.htm
23,09:36 01/01/2015,אידיבי פתוח ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941309,http://mayafiles.tase.co.il/RHtm/941001-942000/H941309.htm
24,09:35 01/01/2015,כמיפל ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941308,http://mayafiles.tase.co.il/RHtm/941001-942000/H941308.htm
25,09:34 01/01/2015,פלסאון תעשיות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941306,http://mayafiles.tase.co.il/RHtm/941001-942000/H941306.htm
26,09:23 01/01/2015,אינטק פארמה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941287,http://mayafiles.tase.co.il/RHtm/941001-942000/H941287.htm
27,09:18 01/01/2015,אליאנס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941280,http://mayafiles.tase.co.il/RHtm/941001-942000/H941280.htm
28,09:14 01/01/2015,דירקט קפיטל-ש ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941270,http://mayafiles.tase.co.il/RHtm/941001-942000/H941270.htm
29,09:12 01/01/2015,כלל עסקי ביטוח ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941265,http://mayafiles.tase.co.il/RHtm/941001-942000/H941265.htm
30,09:07 01/01/2015,חשמל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941249,http://mayafiles.tase.co.il/RHtm/941001-942000/H941249.htm
31,09:07 01/01/2015,המלט ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941245,http://mayafiles.tase.co.il/RHtm/941001-942000/H941245.htm
32,09:01 01/01/2015,דורי בניה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941235,http://mayafiles.tase.co.il/RHtm/941001-942000/H941235.htm
33,08:46 01/01/2015,שמן נפט וגז ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941225,http://mayafiles.tase.co.il/RHtm/941001-942000/H941225.htm
34,08:46 01/01/2015,תיא השקעות ,הנהלה ונושאי משרה-מצבת ליום 30.12.14 - תיקון דוח,http://maya.tase.co.il/reports/details/941224,http://mayafiles.tase.co.il/RHtm/941001-942000/H941224.htm
35,08:39 01/01/2015,פלסטו שק ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941219,http://mayafiles.tase.co.il/RHtm/941001-942000/H941219.htm
36,08:33 01/01/2015,אוהה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15-תיקון-מעודכן ליום 1.1.15,http://maya.tase.co.il/reports/details/941214,http://mayafiles.tase.co.il/RHtm/941001-942000/H941214.htm
37,08:24 01/01/2015,אספן גרופ ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941211,http://mayafiles.tase.co.il/RHtm/941001-942000/H941211.htm
38,08:12 01/01/2015,אגוד ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941203,http://mayafiles.tase.co.il/RHtm/941001-942000/H941203.htm
39,07:40 01/01/2015,מודיעין יהש ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941196,http://mayafiles.tase.co.il/RHtm/941001-942000/H941196.htm
40,00:07 01/01/2015,קפיטל פוינט ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941186,http://mayafiles.tase.co.il/RHtm/941001-942000/H941186.htm
41,00:06 01/01/2015,ברימאג דיגיטל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941182,http://mayafiles.tase.co.il/RHtm/941001-942000/H941182.htm
42,21:47 31/12/2014,ביוקנסל ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941173,http://mayafiles.tase.co.il/RHtm/941001-942000/H941173.htm
43,19:18 31/12/2014,אוהה ,הנהלה ונושאי משרה-מצבת ליום 1.1.14,http://maya.tase.co.il/reports/details/941151,http://mayafiles.tase.co.il/RHtm/941001-942000/H941151.htm
44,18:50 31/12/2014,ברן ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941137,http://mayafiles.tase.co.il/RHtm/941001-942000/H941137.htm
45,15:50 31/12/2014,אס.אר אקורד ,הנהלה ונושאי משרה-מצבת ליום 21.12.14,http://maya.tase.co.il/reports/details/940984,http://mayafiles.tase.co.il/RHtm/940001-941000/H940984.htm
46,13:41 31/12/2014,בי.אס.פי ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940870,http://mayafiles.tase.co.il/RHtm/940001-941000/H940870.htm
47,12:53 31/12/2014,תיא השקעות ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940826,http://mayafiles.tase.co.il/RHtm/940001-941000/H940826.htm
48,11:55 31/12/2014,אינטרגאמא ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940796,http://mayafiles.tase.co.il/RHtm/940001-941000/H940796.htm
49,11:50 31/12/2014,חד-אסף ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940791,http://mayafiles.tase.co.il/RHtm/940001-941000/H940791.htm
50,10:46 31/12/2014,דלתא ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940755,http://mayafiles.tase.co.il/RHtm/940001-941000/H940755.htm
51,10:17 31/12/2014,פרידנזון ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940735,http://mayafiles.tase.co.il/RHtm/940001-941000/H940735.htm
52,09:58 31/12/2014,גולן פלסטיק ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940725,http://mayafiles.tase.co.il/RHtm/940001-941000/H940725.htm
53,09:41 31/12/2014,אדמה ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940716,http://mayafiles.tase.co.il/RHtm/940001-941000/H940716.htm
54,09:10 31/12/2014,פרוטאולוג'יקס ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940682,http://mayafiles.tase.co.il/RHtm/940001-941000/H940682.htm
55,08:58 31/12/2014,לאומי ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/940666,http://mayafiles.tase.co.il/RHtm/940001-941000/H940666.htm
56,19:01 30/12/2014,בתי זיקוק ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940604,http://mayafiles.tase.co.il/RHtm/940001-941000/H940604.htm
57,18:49 30/12/2014,תפן ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940601,http://mayafiles.tase.co.il/RHtm/940001-941000/H940601.htm
58,18:35 30/12/2014,יעד ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940597,http://mayafiles.tase.co.il/RHtm/940001-941000/H940597.htm
59,18:03 30/12/2014,גלובל כנפיים ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940582,http://mayafiles.tase.co.il/RHtm/940001-941000/H940582.htm
60,11:16 30/12/2014,ספקטרוניקס ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940464,http://mayafiles.tase.co.il/RHtm/940001-941000/H940464.htm
61,09:07 30/12/2014,גאון אחזקות ,הנהלה ונושאי משרה-מצבת ליום 30.12.14,http://maya.tase.co.il/reports/details/940434,http://mayafiles.tase.co.il/RHtm/940001-941000/H940434.htm
62,21:53 29/12/2014,ברימאג דיגיטל ,הנהלה ונושאי משרה-מצבת ליום 29.12.14,http://maya.tase.co.il/reports/details/940402,http://mayafiles.tase.co.il/RHtm/940001-941000/H940402.htm
63,09:16 29/12/2014,וויי-בוקס ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/940139,http://mayafiles.tase.co.il/RHtm/940001-941000/H940139.htm
64,18:48 28/12/2014,אלרון ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/940096,http://mayafiles.tase.co.il/RHtm/940001-941000/H940096.htm
65,17:44 28/12/2014,צור ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/940063,http://mayafiles.tase.co.il/RHtm/940001-941000/H940063.htm
66,17:39 28/12/2014,אלגומייזר ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/940059,http://mayafiles.tase.co.il/RHtm/940001-941000/H940059.htm
67,16:04 28/12/2014,אזורים ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/940005,http://mayafiles.tase.co.il/RHtm/940001-941000/H940005.htm
68,10:52 28/12/2014,אסיה פיתוח ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/939859,http://mayafiles.tase.co.il/RHtm/939001-940000/H939859.htm
69,09:37 28/12/2014,שלמה החזקות ,הנהלה ונושאי משרה-מצבת ליום 28.12.14,http://maya.tase.co.il/reports/details/939837,http://mayafiles.tase.co.il/RHtm/939001-940000/H939837.htm
70,08:01 26/12/2014,אדן אנרגיה ,הנהלה ונושאי משרה-מצבת ליום 26.12.14,http://maya.tase.co.il/reports/details/939789,http://mayafiles.tase.co.il/RHtm/939001-940000/H939789.htm
71,16:23 25/12/2014,טיב טקסטיל ,הנהלה ונושאי משרה-מצבת ליום 25.12.14,http://maya.tase.co.il/reports/details/939740,http://mayafiles.tase.co.il/RHtm/939001-940000/H939740.htm
72,15:42 25/12/2014,צירון ,הנהלה ונושאי משרה-מצבת ליום 25.12.14,http://maya.tase.co.il/reports/details/939725,http://mayafiles.tase.co.il/RHtm/939001-940000/H939725.htm
73,14:07 25/12/2014,ביו-סל ,הנהלה ונושאי משרה-מצבת ליום 25.12.14,http://maya.tase.co.il/reports/details/939681,http://mayafiles.tase.co.il/RHtm/939001-940000/H939681.htm
74,09:29 25/12/2014,אביב ארלון ,הנהלה ונושאי משרה-מצבת ליום 25.12.14,http://maya.tase.co.il/reports/details/939606,http://mayafiles.tase.co.il/RHtm/939001-940000/H939606.htm
75,21:00 08/01/2015,ביונדווקס ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943335,http://mayafiles.tase.co.il/RHtm/943001-944000/H943335.htm
76,20:44 08/01/2015,גו.די.אם ,הנהלה ונושאי משרה-מצבת ליום 1.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/943333,http://mayafiles.tase.co.il/RHtm/943001-944000/H943333.htm
77,18:50 08/01/2015,אלעזרא ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943316,http://mayafiles.tase.co.il/RHtm/943001-944000/H943316.htm
78,18:29 08/01/2015,סאטקום מערכות ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943310,http://mayafiles.tase.co.il/RHtm/943001-944000/H943310.htm
79,18:10 08/01/2015,אחוזת בית ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943298,http://mayafiles.tase.co.il/RHtm/943001-944000/H943298.htm
80,17:48 08/01/2015,יעד ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943288,http://mayafiles.tase.co.il/RHtm/943001-944000/H943288.htm
81,14:04 08/01/2015,נעמן ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943201,http://mayafiles.tase.co.il/RHtm/943001-944000/H943201.htm
