,date,company_name,action,maya_link,html_link
64,12:55 27/12/2009,מקסימה ,"מינוי דח""צ - שושנה אנילי",http://maya.tase.co.il/reports/details/499172,http://mayafiles.tase.co.il/RHtm/499001-500000/H499172.htm
65,12:51 27/12/2009,מקסימה ,"תוצ' אסיפה כללית מ-27.12.09, מינוי דח""צ",http://maya.tase.co.il/reports/details/499168,http://mayafiles.tase.co.il/RHtm/499001-500000/H499168.htm
66,12:45 27/12/2009,תחנה ,מינוי דירקטור - צאלון צמח,http://maya.tase.co.il/reports/details/499163,http://mayafiles.tase.co.il/RHtm/499001-500000/H499163.htm
67,12:35 27/12/2009,תחנה ,מינוי דירקטור - אטיאס פריאל,http://maya.tase.co.il/reports/details/499157,http://mayafiles.tase.co.il/RHtm/499001-500000/H499157.htm
68,12:26 27/12/2009,תחנה ,מינוי דירקטור - יעקובי עידן,http://maya.tase.co.il/reports/details/499153,http://mayafiles.tase.co.il/RHtm/499001-500000/H499153.htm
69,08:02 27/12/2009,מדיפאואר ,"תוצ' אסיפה כללית מ-24.12.09, מינוי דירקטור",http://maya.tase.co.il/reports/details/499038,http://mayafiles.tase.co.il/RHtm/499001-500000/H499038.htm
70,08:01 27/12/2009,מדיפאואר ,מינוי דירקטור - אהוד משה גלבוע,http://maya.tase.co.il/reports/details/499037,http://mayafiles.tase.co.il/RHtm/499001-500000/H499037.htm
71,07:54 27/12/2009,אלביט הדמיה ,מינוי מנכלים משותפים: דודי מחלוף ורן שטרקמן ,http://maya.tase.co.il/reports/details/499034,http://mayafiles.tase.co.il/RHtm/499001-500000/H499034.htm
72,21:25 26/12/2009,תמיר הון ,מינוי דירקטור - אירה פרידמן,http://maya.tase.co.il/reports/details/499025,http://mayafiles.tase.co.il/RHtm/499001-500000/H499025.htm
73,21:19 26/12/2009,תמיר הון ,מינוי דירקטור - זוהר פרל,http://maya.tase.co.il/reports/details/499024,http://mayafiles.tase.co.il/RHtm/499001-500000/H499024.htm
74,09:05 25/12/2009,אנגל שלמה ,"תוצ' אסיפה כללית מ-24.12.09-מינוי דירקטורים,תיקון תקנון ",http://maya.tase.co.il/reports/details/499008,http://mayafiles.tase.co.il/RHtm/499001-500000/H499008.htm
75,21:35 07/01/2010,"נאנט נדל""ן ",מינוי דירקטור - ואן אאוסטרום סופי,http://maya.tase.co.il/reports/details/503476,http://mayafiles.tase.co.il/RHtm/503001-504000/H503476.htm
76,21:34 07/01/2010,"נאנט נדל""ן ","מינוי דירקטור - קארל פרנס, סיניור",http://maya.tase.co.il/reports/details/503475,http://mayafiles.tase.co.il/RHtm/503001-504000/H503475.htm
77,21:33 07/01/2010,"נאנט נדל""ן ",מינוי דירקטור - בכר אלון,http://maya.tase.co.il/reports/details/503474,http://mayafiles.tase.co.il/RHtm/503001-504000/H503474.htm
78,18:28 07/01/2010,אלומות ספרנט ,"מינוי יו""ר דירקטוריון ודירקטור- קובי נבוןר - דוח משלים",http://maya.tase.co.il/reports/details/503438,http://mayafiles.tase.co.il/RHtm/503001-504000/H503438.htm
79,16:40 07/01/2010,אןאםסי ,"מינוי דח""צ - יורם בוקי",http://maya.tase.co.il/reports/details/503381,http://mayafiles.tase.co.il/RHtm/503001-504000/H503381.htm
80,15:33 07/01/2010,"אלרן נדל""ן ",מינוי נושא משרה- חשב- ספי חתוכה ,http://maya.tase.co.il/reports/details/503334,http://mayafiles.tase.co.il/RHtm/503001-504000/H503334.htm
81,15:29 07/01/2010,אלרן השקעות ,מינוי נושא משרה - עוזר חשב - ספי חתוכה,http://maya.tase.co.il/reports/details/503332,http://mayafiles.tase.co.il/RHtm/503001-504000/H503332.htm
82,12:16 07/01/2010,אלרון ,הנהלה ונושאי משרה-קוסט פורר גבאי את קסירר רואי חשבון-נתוני פ,http://maya.tase.co.il/reports/details/503206,http://mayafiles.tase.co.il/RHtm/503001-504000/H503206.htm
83,12:12 07/01/2010,אלרון ,"הנהלה ונושאי משרה-סמנכ""ל כספים-ירון אלעד-נתוני פתיחה",http://maya.tase.co.il/reports/details/503200,http://mayafiles.tase.co.il/RHtm/503001-504000/H503200.htm
84,12:10 07/01/2010,אלרון ,הנהלה ונושאי משרה-מבקר פנימי-דורון כהן-נתוני פתיחה,http://maya.tase.co.il/reports/details/503197,http://mayafiles.tase.co.il/RHtm/503001-504000/H503197.htm
85,12:01 07/01/2010,אלרון ,"הנהלה ונושאי משרה-מנכ""ל משותף-ארי ברונשטיין-נתוני פתיחה",http://maya.tase.co.il/reports/details/503192,http://mayafiles.tase.co.il/RHtm/503001-504000/H503192.htm
86,11:56 07/01/2010,אלרון ,"הנהלה ונושאי משרה-מנכ""ל משותף-צבי סלובין-נתוני פתיחה",http://maya.tase.co.il/reports/details/503187,http://mayafiles.tase.co.il/RHtm/503001-504000/H503187.htm
87,11:48 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור חיצוני-יעקב גולדמן-נתוני פתיחה,http://maya.tase.co.il/reports/details/503183,http://mayafiles.tase.co.il/RHtm/503001-504000/H503183.htm
88,11:43 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-שי לבנת-נתוני פתיחה,http://maya.tase.co.il/reports/details/503178,http://mayafiles.tase.co.il/RHtm/503001-504000/H503178.htm
89,11:41 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-רונה דנקנר-נתוני פתיחה,http://maya.tase.co.il/reports/details/503174,http://mayafiles.tase.co.il/RHtm/503001-504000/H503174.htm
90,11:28 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור חיצוני-גד ארבל-נתוני פתיחה,http://maya.tase.co.il/reports/details/503168,http://mayafiles.tase.co.il/RHtm/503001-504000/H503168.htm
91,11:28 07/01/2010,תדביק ,"מינוי רו""ח-קוסט פורר גבאי את קסירר",http://maya.tase.co.il/reports/details/503167,http://mayafiles.tase.co.il/RHtm/503001-504000/H503167.htm
92,11:26 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-אבי פישר-נתוני פתיחה,http://maya.tase.co.il/reports/details/503163,http://mayafiles.tase.co.il/RHtm/503001-504000/H503163.htm
93,11:24 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-גבי ברבש-נתוני פתיחה,http://maya.tase.co.il/reports/details/503160,http://mayafiles.tase.co.il/RHtm/503001-504000/H503160.htm
94,11:21 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-דורי מנור-נתוני פתיחה,http://maya.tase.co.il/reports/details/503157,http://mayafiles.tase.co.il/RHtm/503001-504000/H503157.htm
95,11:15 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-אברהם אשרי-נתוני פתיחה,http://maya.tase.co.il/reports/details/503153,http://mayafiles.tase.co.il/RHtm/503001-504000/H503153.htm
96,11:13 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-אריה עובדיה-נתוני פתיחה,http://maya.tase.co.il/reports/details/503152,http://mayafiles.tase.co.il/RHtm/503001-504000/H503152.htm
97,11:07 07/01/2010,אלרון ,"הנהלה ונושאי משרה-יו""ר דירקטוריון-אריה מינטקביץ-נתוני פתיחה",http://maya.tase.co.il/reports/details/503149,http://mayafiles.tase.co.il/RHtm/503001-504000/H503149.htm
98,10:59 07/01/2010,אלרון ,הנהלה ונושאי משרה-דירקטור-עמי אראל-נתוני פתיחה,http://maya.tase.co.il/reports/details/503143,http://mayafiles.tase.co.il/RHtm/503001-504000/H503143.htm
99,09:05 07/01/2010,אקסלנז ביוסיינס ,מינוי דירקטור - זיסמן עינת,http://maya.tase.co.il/reports/details/503096,http://mayafiles.tase.co.il/RHtm/503001-504000/H503096.htm
100,08:48 07/01/2010,אקסלנז ביוסיינס ,"תוצ' אסיפה כללית מ-6.1,מינוי דירק,הגדלת ההון הרשום,הקצאת אופ",http://maya.tase.co.il/reports/details/503084,http://mayafiles.tase.co.il/RHtm/503001-504000/H503084.htm
101,08:42 07/01/2010,הפניקס ,מינוי נושא משרה -מנהל השקעות ראשי -גדי גרינשטיין,http://maya.tase.co.il/reports/details/503057,http://mayafiles.tase.co.il/RHtm/503001-504000/H503057.htm
102,17:02 06/01/2010,אנליסט ,"מינוי דח""צ - מיכאל גלאי",http://maya.tase.co.il/reports/details/502994,http://mayafiles.tase.co.il/RHtm/502001-503000/H502994.htm
103,16:28 06/01/2010,כהן ממ ,"מינוי נושא משרה - סמנכ""ל כספים - מיכאל בובר",http://maya.tase.co.il/reports/details/502955,http://mayafiles.tase.co.il/RHtm/502001-503000/H502955.htm
104,15:53 06/01/2010,פאלאס תעשיות ,מינוי דירקטור - שמשון פישר - תיקון דוח,http://maya.tase.co.il/reports/details/502929,http://mayafiles.tase.co.il/RHtm/502001-503000/H502929.htm
105,12:03 06/01/2010,מ.א. תעשיות ,"מינוי נושא משרה-סמנכ""ל אסטרטגיה-הררי דניאל",http://maya.tase.co.il/reports/details/502792,http://mayafiles.tase.co.il/RHtm/502001-503000/H502792.htm
106,09:50 06/01/2010,אלומות ספרנט ,"מינוי יו""ר דירקטוריון ודירקטור - קובי נבון ",http://maya.tase.co.il/reports/details/502735,http://mayafiles.tase.co.il/RHtm/502001-503000/H502735.htm
107,07:33 06/01/2010,יולי הון ,"מינוי מנכ""ל משותף-לב ארי אייל",http://maya.tase.co.il/reports/details/502672,http://mayafiles.tase.co.il/RHtm/502001-503000/H502672.htm
108,07:33 06/01/2010,יולי הון ,"מינוי מנכ""ל משותף-הרלב דפנה",http://maya.tase.co.il/reports/details/502666,http://mayafiles.tase.co.il/RHtm/502001-503000/H502666.htm
109,19:07 05/01/2010,יולי הון ,"מינוי יו""ר דירקטוריון - אביב דורון",http://maya.tase.co.il/reports/details/502675,http://mayafiles.tase.co.il/RHtm/502001-503000/H502675.htm
110,19:02 05/01/2010,יולי הון ,מינוי נושא משרה-מנהל פיתוח עסקי-אלוני יפתח,http://maya.tase.co.il/reports/details/502674,http://mayafiles.tase.co.il/RHtm/502001-503000/H502674.htm
111,18:12 05/01/2010,אלול תמארינד ,מינוי נושא משרה-יועץ משפטי ומזכיר-אזולאי-עוז אליאב,http://maya.tase.co.il/reports/details/502652,http://mayafiles.tase.co.il/RHtm/502001-503000/H502652.htm
112,17:25 05/01/2010,פאלאס תעשיות ,"מינוי דח""צ - אלעזר פחימה",http://maya.tase.co.il/reports/details/502631,http://mayafiles.tase.co.il/RHtm/502001-503000/H502631.htm
113,17:24 05/01/2010,פאלאס תעשיות ,"מינוי דח""צ - רוית דום פידל",http://maya.tase.co.il/reports/details/502629,http://mayafiles.tase.co.il/RHtm/502001-503000/H502629.htm
114,17:23 05/01/2010,פאלאס תעשיות ,מינוי דירקטור - שלמה פישר,http://maya.tase.co.il/reports/details/502628,http://mayafiles.tase.co.il/RHtm/502001-503000/H502628.htm
115,17:19 05/01/2010,פאלאס תעשיות ,מינוי דירקטור - שמשון פישר,http://maya.tase.co.il/reports/details/502624,http://mayafiles.tase.co.il/RHtm/502001-503000/H502624.htm
116,17:17 05/01/2010,פאלאס תעשיות ,"תוצ' אסיפה כללית מיום 5.1.10, תנאי כהונה והעסקה, מינוי דח""צ",http://maya.tase.co.il/reports/details/502620,http://mayafiles.tase.co.il/RHtm/502001-503000/H502620.htm
117,14:17 05/01/2010,קמטק ,מודיעה על מינויים בהנהלת החברה,http://maya.tase.co.il/reports/details/502522,http://mayafiles.tase.co.il/RHtm/502001-503000/H502522.htm
118,13:04 05/01/2010,אילקס מדיקל ,"זימון אסיפה כללית ל-5.1.10, מינוי דח""צ, כתב הצבעה",http://maya.tase.co.il/reports/details/502496,http://mayafiles.tase.co.il/RHtm/502001-503000/H502496.htm
119,09:11 05/01/2010,עילדב השקעות ,"מינוי רו""ח-קוסט פורר גבאי את קסירר",http://maya.tase.co.il/reports/details/502376,http://mayafiles.tase.co.il/RHtm/502001-503000/H502376.htm
120,09:03 05/01/2010,עילדב השקעות ,מינוי דירקטור - אריאל רוטר,http://maya.tase.co.il/reports/details/502370,http://mayafiles.tase.co.il/RHtm/502001-503000/H502370.htm
121,08:57 05/01/2010,עילדב השקעות ,מינוי דירקטור - אבישי קוטליצקי,http://maya.tase.co.il/reports/details/502364,http://mayafiles.tase.co.il/RHtm/502001-503000/H502364.htm
122,08:51 05/01/2010,עילדב השקעות ,מינוי דירקטור - סער קינן,http://maya.tase.co.il/reports/details/502362,http://mayafiles.tase.co.il/RHtm/502001-503000/H502362.htm
123,20:11 04/01/2010,ג'ונו קפיטל ,מינוי נושא משרה-חשב -דבוש יוסף,http://maya.tase.co.il/reports/details/502343,http://mayafiles.tase.co.il/RHtm/502001-503000/H502343.htm
124,19:13 04/01/2010,גולקס ,"מינוי רו""ח-קוסט פורר גבאי את קסירר",http://maya.tase.co.il/reports/details/502325,http://mayafiles.tase.co.il/RHtm/502001-503000/H502325.htm
125,15:28 04/01/2010,קווינקו ,"מינוי דח""צ - כהן רענן",http://maya.tase.co.il/reports/details/502139,http://mayafiles.tase.co.il/RHtm/502001-503000/H502139.htm
126,15:25 04/01/2010,קווינקו ,"תוצ' אסיפה כללית מ-4.1.10, מינוי דח""צ, החלפת תקנון ",http://maya.tase.co.il/reports/details/502132,http://mayafiles.tase.co.il/RHtm/502001-503000/H502132.htm
127,15:14 04/01/2010,אלמוג ים סוף ,מינוי נושא משרה-ממלא מקום מנכל-עומר צחי,http://maya.tase.co.il/reports/details/502123,http://mayafiles.tase.co.il/RHtm/502001-503000/H502123.htm
128,13:31 04/01/2010,פרטנר ,דירק' החב' אישר את מינויו של אלי גליקמן למשנה למנכל החב' ,http://maya.tase.co.il/reports/details/502029,http://mayafiles.tase.co.il/RHtm/502001-503000/H502029.htm
129,12:40 04/01/2010,שרם פודים טכ ,"מינוי מנכ""ל-עמיר עפרה",http://maya.tase.co.il/reports/details/501998,http://mayafiles.tase.co.il/RHtm/501001-502000/H501998.htm
130,12:39 04/01/2010,שרם פודים טכ ,"מינוי נושא משרה- יו""ר דירקטוריון- שרם יצחק ",http://maya.tase.co.il/reports/details/501997,http://mayafiles.tase.co.il/RHtm/501001-502000/H501997.htm
131,10:07 04/01/2010,פרטנר ,דירקטוריון החברה אישר מינוי אלי גליקמן כמשנה למנכל של החברה,http://maya.tase.co.il/reports/details/501876,http://mayafiles.tase.co.il/RHtm/501001-502000/H501876.htm
132,09:15 04/01/2010,בינלאומי ,"הוחלט על מינוי רון בדני כמנכל יובנק (בת), כפוף - המשך 13.12",http://maya.tase.co.il/reports/details/501810,http://mayafiles.tase.co.il/RHtm/501001-502000/H501810.htm
