,date,company_name,action,maya_link,html_link
86,18:10 08/01/2015,אחוזת בית ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943298,http://mayafiles.tase.co.il/RHtm/943001-944000/H943298.htm
87,17:48 08/01/2015,יעד ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943288,http://mayafiles.tase.co.il/RHtm/943001-944000/H943288.htm
88,15:14 08/01/2015,אחוזת בית ,הנהלה ונושאי משרה-מנכלית אחוזת בית מרכז מסחרי ודיור לגיל זהב,http://maya.tase.co.il/reports/details/943226,http://mayafiles.tase.co.il/RHtm/943001-944000/H943226.htm
89,14:04 08/01/2015,נעמן ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943201,http://mayafiles.tase.co.il/RHtm/943001-944000/H943201.htm
90,13:27 08/01/2015,שטראוס גרופ ,הנהלה ונושאי משרה-מצבת ליום 4.8.14,http://maya.tase.co.il/reports/details/943191,http://mayafiles.tase.co.il/RHtm/943001-944000/H943191.htm
91,09:12 08/01/2015,חברה לישראל ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943118,http://mayafiles.tase.co.il/RHtm/943001-944000/H943118.htm
92,08:45 08/01/2015,פלסאון תעשיות ,הנהלה ונושאי משרה-מצבת ליום 8.1.15,http://maya.tase.co.il/reports/details/943103,
93,23:57 07/01/2015,ישראל קנדה ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/943089,http://mayafiles.tase.co.il/RHtm/943001-944000/H943089.htm
94,22:45 07/01/2015,אתלון השקעות ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/943081,http://mayafiles.tase.co.il/RHtm/943001-944000/H943081.htm
95,21:17 07/01/2015,עילדב השקעות ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/943075,http://mayafiles.tase.co.il/RHtm/943001-944000/H943075.htm
96,20:33 07/01/2015,דירקט קפיטל-ש ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/943065,http://mayafiles.tase.co.il/RHtm/943001-944000/H943065.htm
97,20:22 07/01/2015,קולפלנט אחזקות ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/943063,http://mayafiles.tase.co.il/RHtm/943001-944000/H943063.htm
98,18:15 07/01/2015,נאוסיטי ,הנהלה ונושאי משרה-מצבת ליום 14.11.13,http://maya.tase.co.il/reports/details/943034,http://mayafiles.tase.co.il/RHtm/943001-944000/H943034.htm
99,15:51 07/01/2015,דורסל ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/942964,http://mayafiles.tase.co.il/RHtm/942001-943000/H942964.htm
100,15:14 07/01/2015,אראסאל ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/942932,http://mayafiles.tase.co.il/RHtm/942001-943000/H942932.htm
101,15:08 07/01/2015,לאומי ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/942929,http://mayafiles.tase.co.il/RHtm/942001-943000/H942929.htm
102,13:11 07/01/2015,אסיה פיתוח ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/942875,http://mayafiles.tase.co.il/RHtm/942001-943000/H942875.htm
103,12:59 07/01/2015,קרדן רכב ,הנהלה ונושאי משרה-מצבת ליום 7.1.15,http://maya.tase.co.il/reports/details/942869,http://mayafiles.tase.co.il/RHtm/942001-943000/H942869.htm
104,09:29 07/01/2015,אידיבי פתוח ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942742,http://mayafiles.tase.co.il/RHtm/942001-943000/H942742.htm
105,01:09 07/01/2015,רובוגרופ ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942676,http://mayafiles.tase.co.il/RHtm/942001-943000/H942676.htm
106,17:01 06/01/2015,אמניס תרפיוטיקס ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942632,http://mayafiles.tase.co.il/RHtm/942001-943000/H942632.htm
107,14:46 06/01/2015,הכשרה חב לביטוח ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942568,
108,14:35 06/01/2015,מיחשוב ישיר קב ,הנהלה ונושאי משרה-מצבת ליום 6.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/942562,
109,13:50 06/01/2015,גרינסטון ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942548,
110,13:25 06/01/2015,מיחשוב ישיר קב ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942540,http://mayafiles.tase.co.il/RHtm/942001-943000/H942540.htm
111,12:48 06/01/2015,נעמן ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942522,http://mayafiles.tase.co.il/RHtm/942001-943000/H942522.htm
112,08:51 06/01/2015,המלט ,הנהלה ונושאי משרה-מצבת ליום 6.1.15,http://maya.tase.co.il/reports/details/942439,http://mayafiles.tase.co.il/RHtm/942001-943000/H942439.htm
113,17:26 05/01/2015,דלתא ,הנהלה ונושאי משרה-מצבת ליום 5.1.15,http://maya.tase.co.il/reports/details/942357,http://mayafiles.tase.co.il/RHtm/942001-943000/H942357.htm
114,09:46 05/01/2015,אלעזרא ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/942154,http://mayafiles.tase.co.il/RHtm/942001-943000/H942154.htm
115,09:24 05/01/2015,פרוטאולוג'יקס ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/942148,
116,18:50 04/01/2015,ב.יאיר ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/942102,http://mayafiles.tase.co.il/RHtm/942001-943000/H942102.htm
117,17:34 04/01/2015,ארקו החזקות ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/942076,
118,16:32 04/01/2015,פוקס ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/942032,
119,14:21 04/01/2015,אלבר ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941888,
120,12:28 04/01/2015,גו.די.אם ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941843,http://mayafiles.tase.co.il/RHtm/941001-942000/H941843.htm
121,12:02 04/01/2015,אביב ארלון ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941828,http://mayafiles.tase.co.il/RHtm/941001-942000/H941828.htm
122,11:34 04/01/2015,הוט ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941812,http://mayafiles.tase.co.il/RHtm/941001-942000/H941812.htm
123,10:39 04/01/2015,"אלקטרה נדל""ן ",הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941797,http://mayafiles.tase.co.il/RHtm/941001-942000/H941797.htm
124,09:51 04/01/2015,ארנה גרופ ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941778,http://mayafiles.tase.co.il/RHtm/941001-942000/H941778.htm
125,09:13 04/01/2015,נאוי ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941745,http://mayafiles.tase.co.il/RHtm/941001-942000/H941745.htm
126,09:05 04/01/2015,דורי קבוצה ,הנהלה ונושאי משרה-מצבת ליום 4.1.15,http://maya.tase.co.il/reports/details/941740,http://mayafiles.tase.co.il/RHtm/941001-942000/H941740.htm
127,07:35 04/01/2015,אלגומייזר ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941725,
128,10:07 02/01/2015,חשמל ,הנהלה ונושאי משרה-מצבת ליום 2.1.15,http://maya.tase.co.il/reports/details/941719,
129,19:10 01/01/2015,רציו מימון ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941707,http://mayafiles.tase.co.il/RHtm/941001-942000/H941707.htm
130,18:55 01/01/2015,כפריס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941698,http://mayafiles.tase.co.il/RHtm/941001-942000/H941698.htm
131,18:47 01/01/2015,איתי פיננסים ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941693,http://mayafiles.tase.co.il/RHtm/941001-942000/H941693.htm
132,17:39 01/01/2015,מזרחי טפחות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941656,http://mayafiles.tase.co.il/RHtm/941001-942000/H941656.htm
133,17:35 01/01/2015,מדיפאואר ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941655,http://mayafiles.tase.co.il/RHtm/941001-942000/H941655.htm
134,16:41 01/01/2015,הוט ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941643,http://mayafiles.tase.co.il/RHtm/941001-942000/H941643.htm
135,16:06 01/01/2015,קרדן יזמות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941621,http://mayafiles.tase.co.il/RHtm/941001-942000/H941621.htm
136,16:00 01/01/2015,קרדן ישראל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941618,http://mayafiles.tase.co.il/RHtm/941001-942000/H941618.htm
137,15:41 01/01/2015,חשמל ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941598,http://mayafiles.tase.co.il/RHtm/941001-942000/H941598.htm
138,15:22 01/01/2015,נקסט ג'ן-ש ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941571,
139,15:00 01/01/2015,וילאר ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941553,
140,14:20 01/01/2015,פרוקוגניה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941487,http://mayafiles.tase.co.il/RHtm/941001-942000/H941487.htm
141,14:13 01/01/2015,דורי קבוצה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941485,http://mayafiles.tase.co.il/RHtm/941001-942000/H941485.htm
142,14:09 01/01/2015,אספן גרופ ,הנהלה ונושאי משרה-מצבת ליום 1.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/941483,http://mayafiles.tase.co.il/RHtm/941001-942000/H941483.htm
143,12:43 01/01/2015,אדגר השקעות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15 - תיקון דוח,http://maya.tase.co.il/reports/details/941401,http://mayafiles.tase.co.il/RHtm/941001-942000/H941401.htm
144,12:31 01/01/2015,אנדימד ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941391,http://mayafiles.tase.co.il/RHtm/941001-942000/H941391.htm
145,11:36 01/01/2015,מדטכניקה ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941367,http://mayafiles.tase.co.il/RHtm/941001-942000/H941367.htm
146,11:30 01/01/2015,אמניס תרפיוטיקס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941366,http://mayafiles.tase.co.il/RHtm/941001-942000/H941366.htm
147,11:20 01/01/2015,אדגר השקעות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941350,http://mayafiles.tase.co.il/RHtm/941001-942000/H941350.htm
148,10:39 01/01/2015,וואן טכנולוגיות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941336,http://mayafiles.tase.co.il/RHtm/941001-942000/H941336.htm
149,10:10 01/01/2015,שלמה נדלן ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941326,http://mayafiles.tase.co.il/RHtm/941001-942000/H941326.htm
150,09:51 01/01/2015,צור ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941320,http://mayafiles.tase.co.il/RHtm/941001-942000/H941320.htm
151,09:39 01/01/2015,רוטקס ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941310,http://mayafiles.tase.co.il/RHtm/941001-942000/H941310.htm
152,09:36 01/01/2015,אידיבי פתוח ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941309,http://mayafiles.tase.co.il/RHtm/941001-942000/H941309.htm
153,09:35 01/01/2015,כמיפל ,הנהלה ונושאי משרה-מצבת ליום 31.12.14,http://maya.tase.co.il/reports/details/941308,http://mayafiles.tase.co.il/RHtm/941001-942000/H941308.htm
154,09:34 01/01/2015,פלסאון תעשיות ,הנהלה ונושאי משרה-מצבת ליום 1.1.15,http://maya.tase.co.il/reports/details/941306,http://mayafiles.tase.co.il/RHtm/941001-942000/H941306.htm
